h,median,pctl_84,pctl_16,response,model,irf,version,shock,target,impulse
14,,,,vfci,classical_fd,0.0269384148982372,vfci,,vfci_bc,Main
15,,,,output,classical_fd,0.393571065531656,vfci,,vfci_bc,Main
15,,,,investment,classical_fd,0.619873773981131,vfci,,vfci_bc,Main
15,,,,consumption,classical_fd,0.373144708849145,vfci,,vfci_bc,Main
15,,,,hours_worked,classical_fd,0.236294380383573,vfci,,vfci_bc,Main
15,,,,unemployment,classical_fd,-0.172876448860677,vfci,,vfci_bc,Main
15,,,,labor_share,classical_fd,0.234719449153575,vfci,,vfci_bc,Main
15,,,,interest,classical_fd,0.0135902367034629,vfci,,vfci_bc,Main
15,,,,inflation,classical_fd,0.0104544078730906,vfci,,vfci_bc,Main
15,,,,productivity,classical_fd,0.0500265077554041,vfci,,vfci_bc,Main
15,,,,TFP,classical_fd,0.172997914444479,vfci,,vfci_bc,Main
15,,,,vfci,classical_fd,0.025055922083083,vfci,,vfci_bc,Main
16,,,,output,classical_fd,0.358237233934092,vfci,,vfci_bc,Main
16,,,,investment,classical_fd,0.465590594432093,vfci,,vfci_bc,Main
16,,,,consumption,classical_fd,0.359737121788564,vfci,,vfci_bc,Main
16,,,,hours_worked,classical_fd,0.191324837124415,vfci,,vfci_bc,Main
16,,,,unemployment,classical_fd,-0.145843473040545,vfci,,vfci_bc,Main
16,,,,labor_share,classical_fd,0.227671254159573,vfci,,vfci_bc,Main
16,,,,interest,classical_fd,0.00954067907810382,vfci,,vfci_bc,Main
16,,,,inflation,classical_fd,0.0102218769591232,vfci,,vfci_bc,Main
16,,,,productivity,classical_fd,0.0666691238371323,vfci,,vfci_bc,Main
16,,,,TFP,classical_fd,0.18210801248641,vfci,,vfci_bc,Main
16,,,,vfci,classical_fd,0.022632517796234,vfci,,vfci_bc,Main
17,,,,output,classical_fd,0.325906670869042,vfci,,vfci_bc,Main
17,,,,investment,classical_fd,0.335003618369446,vfci,,vfci_bc,Main
17,,,,consumption,classical_fd,0.346011857383713,vfci,,vfci_bc,Main
17,,,,hours_worked,classical_fd,0.150187640471837,vfci,,vfci_bc,Main
17,,,,unemployment,classical_fd,-0.119921314497799,vfci,,vfci_bc,Main
17,,,,labor_share,classical_fd,0.215446147880028,vfci,,vfci_bc,Main
17,,,,interest,classical_fd,0.00534200783419622,vfci,,vfci_bc,Main
17,,,,inflation,classical_fd,0.00969629013804595,vfci,,vfci_bc,Main
17,,,,productivity,classical_fd,0.0852896981680986,vfci,,vfci_bc,Main
17,,,,TFP,classical_fd,0.188613123254669,vfci,,vfci_bc,Main
17,,,,vfci,classical_fd,0.0198999390628491,vfci,,vfci_bc,Main
18,,,,output,classical_fd,0.297260249771512,vfci,,vfci_bc,Main
18,,,,investment,classical_fd,0.228874683354194,vfci,,vfci_bc,Main
18,,,,consumption,classical_fd,0.332543404276442,vfci,,vfci_bc,Main
18,,,,hours_worked,classical_fd,0.113683061590918,vfci,,vfci_bc,Main
18,,,,unemployment,classical_fd,-0.0958139319941761,vfci,,vfci_bc,Main
18,,,,labor_share,classical_fd,0.19919411138445,vfci,,vfci_bc,Main
18,,,,interest,classical_fd,0.00125289328551793,vfci,,vfci_bc,Main
18,,,,inflation,classical_fd,0.00898756488719908,vfci,,vfci_bc,Main
18,,,,productivity,classical_fd,0.105028545837167,vfci,,vfci_bc,Main
18,,,,TFP,classical_fd,0.192720650547368,vfci,,vfci_bc,Main
18,,,,vfci,classical_fd,0.0170490565174641,vfci,,vfci_bc,Main
19,,,,output,classical_fd,0.272662329466022,vfci,,vfci_bc,Main
19,,,,investment,classical_fd,0.146634530777474,vfci,,vfci_bc,Main
19,,,,consumption,classical_fd,0.319767972059305,vfci,,vfci_bc,Main
19,,,,hours_worked,classical_fd,0.0822390951985438,vfci,,vfci_bc,Main
19,,,,unemployment,classical_fd,-0.0740107842317072,vfci,,vfci_bc,Main
19,,,,labor_share,classical_fd,0.18004096470505,vfci,,vfci_bc,Main
19,,,,interest,classical_fd,-0.00252440629683267,vfci,,vfci_bc,Main
19,,,,inflation,classical_fd,0.00818801586766872,vfci,,vfci_bc,Main
19,,,,productivity,classical_fd,0.125106975913563,vfci,,vfci_bc,Main
19,,,,TFP,classical_fd,0.194712173707855,vfci,,vfci_bc,Main
19,,,,vfci,classical_fd,0.0142311792197016,vfci,,vfci_bc,Main
20,,,,output,classical_fd,0.252211765780638,vfci,,vfci_bc,Main
20,,,,investment,classical_fd,0.0867052919109862,vfci,,vfci_bc,Main
20,,,,consumption,classical_fd,0.307992868562429,vfci,,vfci_bc,Main
20,,,,hours_worked,classical_fd,0.0559727047575027,vfci,,vfci_bc,Main
20,,,,unemployment,classical_fd,-0.0548086310037225,vfci,,vfci_bc,Main
20,,,,labor_share,classical_fd,0.15904104340851,vfci,,vfci_bc,Main
20,,,,interest,classical_fd,-0.00584318970598972,vfci,,vfci_bc,Main
20,,,,inflation,classical_fd,0.00737170551165374,vfci,,vfci_bc,Main
20,,,,productivity,classical_fd,0.144849201967766,vfci,,vfci_bc,Main
20,,,,TFP,classical_fd,0.19490673443847,vfci,,vfci_bc,Main
20,,,,vfci,classical_fd,0.0115608281476749,vfci,,vfci_bc,Main
21,,,,output,classical_fd,0.23579404466736,vfci,,vfci_bc,Main
21,,,,investment,classical_fd,0.0467972258025058,vfci,,vfci_bc,Main
21,,,,consumption,classical_fd,0.297410050296006,vfci,,vfci_bc,Main
21,,,,hours_worked,classical_fd,0.0347516281555703,vfci,,vfci_bc,Main
21,,,,unemployment,classical_fd,-0.0383377432645722,vfci,,vfci_bc,Main
21,,,,labor_share,classical_fd,0.137142939102096,vfci,,vfci_bc,Main
21,,,,interest,classical_fd,-0.00860864863646456,vfci,,vfci_bc,Main
21,,,,inflation,classical_fd,0.00659488291573516,vfci,,vfci_bc,Main
21,,,,productivity,classical_fd,0.163694353290528,vfci,,vfci_bc,Main
21,,,,TFP,classical_fd,0.193632814047282,vfci,,vfci_bc,Main
21,,,,vfci,classical_fd,0.00911940748317698,vfci,,vfci_bc,Main
22,,,,output,classical_fd,0.223131989511235,vfci,,vfci_bc,Main
22,,,,investment,classical_fd,0.0241721605731429,vfci,,vfci_bc,Main
22,,,,consumption,classical_fd,0.288112198069183,vfci,,vfci_bc,Main
22,,,,hours_worked,classical_fd,0.0182538329969205,vfci,,vfci_bc,Main
22,,,,unemployment,classical_fd,-0.0245902552087786,vfci,,vfci_bc,Main
22,,,,labor_share,classical_fd,0.115167099111874,vfci,,vfci_bc,Main
22,,,,interest,classical_fd,-0.0107722550810257,vfci,,vfci_bc,Main
22,,,,inflation,classical_fd,0.0058972072504721,vfci,,vfci_bc,Main
22,,,,productivity,classical_fd,0.181200511250566,vfci,,vfci_bc,Main
22,,,,TFP,classical_fd,0.191207959552047,vfci,,vfci_bc,Main
22,,,,vfci,classical_fd,0.00695936689878716,vfci,,vfci_bc,Main
23,,,,output,classical_fd,0.21383312960025,vfci,,vfci_bc,Main
23,,,,investment,classical_fd,0.0158694579741612,vfci,,vfci_bc,Main
23,,,,consumption,classical_fd,0.280109985716217,vfci,,vfci_bc,Main
23,,,,hours_worked,classical_fd,0.00602255064281882,vfci,,vfci_bc,Main
23,,,,unemployment,classical_fd,-0.0134488652430867,vfci,,vfci_bc,Main
23,,,,labor_share,classical_fd,0.0937938292980707,vfci,,vfci_bc,Main
23,,,,interest,classical_fd,-0.012324947283591,vfci,,vfci_bc,Main
23,,,,inflation,classical_fd,0.00530350962979249,vfci,,vfci_bc,Main
23,,,,productivity,classical_fd,0.197042468832685,vfci,,vfci_bc,Main
23,,,,TFP,classical_fd,0.187924858370248,vfci,,vfci_bc,Main
23,,,,vfci,classical_fd,0.00510856511079957,vfci,,vfci_bc,Main
24,,,,output,classical_fd,0.207432360117639,vfci,,vfci_bc,Main
24,,,,investment,classical_fd,0.0188928893370623,vfci,,vfci_bc,Main
24,,,,consumption,classical_fd,0.273349479146842,vfci,,vfci_bc,Main
24,,,,hours_worked,classical_fd,-0.00248451412387747,vfci,,vfci_bc,Main
24,,,,unemployment,classical_fd,-0.00471450344388019,vfci,,vfci_bc,Main
24,,,,labor_share,classical_fd,0.0735601008006514,vfci,,vfci_bc,Main
24,,,,interest,classical_fd,-0.0132897392526009,vfci,,vfci_bc,Main
24,,,,inflation,classical_fd,0.00482588842729069,vfci,,vfci_bc,Main
24,,,,productivity,classical_fd,0.211004710425074,vfci,,vfci_bc,Main
24,,,,TFP,classical_fd,0.18404266552082,vfci,,vfci_bc,Main
24,,,,vfci,classical_fd,0.00357462748731241,vfci,,vfci_bc,Main
25,,,,output,classical_fd,0.203428999994569,vfci,,vfci_bc,Main
25,,,,investment,classical_fd,0.0303587810186654,vfci,,vfci_bc,Main
25,,,,consumption,classical_fd,0.267728839172673,vfci,,vfci_bc,Main
25,,,,hours_worked,classical_fd,-0.00785265478695101,vfci,,vfci_bc,Main
25,,,,unemployment,classical_fd,0.00186805961951549,vfci,,vfci_bc,Main
25,,,,labor_share,classical_fd,0.054863503806614,vfci,,vfci_bc,Main
25,,,,interest,classical_fd,-0.0137142579411227,vfci,,vfci_bc,Main
25,,,,inflation,classical_fd,0.00446596740776676,vfci,,vfci_bc,Main
25,,,,productivity,classical_fd,0.222970933858854,vfci,,vfci_bc,Main
25,,,,TFP,classical_fd,0.179782483499625,vfci,,vfci_bc,Main
25,,,,vfci,classical_fd,0.00234914614218669,vfci,,vfci_bc,Main
26,,,,output,classical_fd,0.201317766297917,vfci,,vfci_bc,Main
26,,,,investment,classical_fd,0.0476072813064145,vfci,,vfci_bc,Main
26,,,,consumption,classical_fd,0.263113712266321,vfci,,vfci_bc,Main
26,,,,hours_worked,classical_fd,-0.010674725060298,vfci,,vfci_bc,Main
26,,,,unemployment,classical_fd,0.00658737629099795,vfci,,vfci_bc,Main
26,,,,labor_share,classical_fd,0.0379717143318113,vfci,,vfci_bc,Main
26,,,,interest,classical_fd,-0.0136635978019847,vfci,,vfci_bc,Main
26,,,,inflation,classical_fd,0.00421717662229596,vfci,,vfci_bc,Main
26,,,,productivity,classical_fd,0.232911276395291,vfci,,vfci_bc,Main
26,,,,TFP,classical_fd,0.175326028213417,vfci,,vfci_bc,Main
26,,,,vfci,classical_fd,0.00141161010837282,vfci,,vfci_bc,Main
27,,,,output,classical_fd,0.200613535761204,vfci,,vfci_bc,Main
27,,,,investment,classical_fd,0.0682797078290531,vfci,,vfci_bc,Main
27,,,,consumption,classical_fd,0.259350881448444,vfci,,vfci_bc,Main
27,,,,hours_worked,classical_fd,-0.0115228324004457,vfci,,vfci_bc,Main
27,,,,unemployment,classical_fd,0.00974570104822763,vfci,,vfci_bc,Main
27,,,,labor_share,classical_fd,0.0230359269362269,vfci,,vfci_bc,Main
27,,,,interest,classical_fd,-0.0132137777441383,vfci,,vfci_bc,Main
27,,,,inflation,classical_fd,0.00406694475289598,vfci,,vfci_bc,Main
27,,,,productivity,classical_fd,0.240868253308218,vfci,,vfci_bc,Main
27,,,,TFP,classical_fd,0.170816656252862,vfci,,vfci_bc,Main
27,,,,vfci,classical_fd,0.000732982881650491,vfci,,vfci_bc,Main
28,,,,output,classical_fd,0.200870054776516,vfci,,vfci_bc,Main
28,,,,investment,classical_fd,0.0903657103534287,vfci,,vfci_bc,Main
28,,,,consumption,classical_fd,0.256279915220141,vfci,,vfci_bc,Main
28,,,,hours_worked,classical_fd,-0.0109269080577253,vfci,,vfci_bc,Main
28,,,,unemployment,classical_fd,0.0116427984723019,vfci,,vfci_bc,Main
28,,,,labor_share,classical_fd,0.0101068427529506,vfci,,vfci_bc,Main
28,,,,interest,classical_fd,-0.0124459925437474,vfci,,vfci_bc,Main
28,,,,inflation,classical_fd,0.00399871864861661,vfci,,vfci_bc,Main
28,,,,productivity,classical_fd,0.246942266563669,vfci,,vfci_bc,Main
28,,,,TFP,classical_fd,0.166362063274597,vfci,,vfci_bc,Main
28,,,,vfci,classical_fd,0.000278869382742621,vfci,,vfci_bc,Main
29,,,,output,classical_fd,0.201692988835649,vfci,,vfci_bc,Main
29,,,,investment,classical_fd,0.112224470438392,vfci,,vfci_bc,Main
29,,,,consumption,classical_fd,0.253742695272294,vfci,,vfci_bc,Main
29,,,,hours_worked,classical_fd,-0.00935966804088467,vfci,,vfci_bc,Main
29,,,,unemployment,classical_fd,0.012563200580795,vfci,,vfci_bc,Main
29,,,,labor_share,classical_fd,-0.000848026953267726,vfci,,vfci_bc,Main
29,,,,interest,classical_fd,-0.0114417704730141,vfci,,vfci_bc,Main
29,,,,inflation,classical_fd,0.00399375090840035,vfci,,vfci_bc,Main
29,,,,productivity,classical_fd,0.251277390721425,vfci,,vfci_bc,Main
29,,,,TFP,classical_fd,0.162038084443377,vfci,,vfci_bc,Main
29,,,,vfci,classical_fd,1.22364675399558e-05,vfci,,vfci_bc,Main
30,,,,output,classical_fd,0.202747872472878,vfci,,vfci_bc,Main
30,,,,investment,classical_fd,0.132584392447614,vfci,,vfci_bc,Main
30,,,,consumption,classical_fd,0.251590822951478,vfci,,vfci_bc,Main
30,,,,hours_worked,classical_fd,-0.00722731026838437,vfci,,vfci_bc,Main
30,,,,unemployment,classical_fd,0.0127667792783117,vfci,,vfci_bc,Main
30,,,,labor_share,classical_fd,-0.00992679009422936,vfci,,vfci_bc,Main
30,,,,interest,classical_fd,-0.0102790816255866,vfci,,vfci_bc,Main
30,,,,inflation,classical_fd,0.00403261904503882,vfci,,vfci_bc,Main
30,,,,productivity,classical_fd,0.254047995081136,vfci,,vfci_bc,Main
30,,,,TFP,classical_fd,0.157893134436424,vfci,,vfci_bc,Main
30,,,,vfci,classical_fd,-0.000104328671086123,vfci,,vfci_bc,Main
31,,,,output,classical_fd,0.203763634596342,vfci,,vfci_bc,Main
31,,,,investment,classical_fd,0.15052575491032,vfci,,vfci_bc,Main
31,,,,consumption,classical_fd,0.249690999985951,vfci,,vfci_bc,Main
31,,,,hours_worked,classical_fd,-0.0048651812061486,vfci,,vfci_bc,Main
31,,,,unemployment,classical_fd,0.0124823809692987,vfci,,vfci_bc,Main
31,,,,labor_share,classical_fd,-0.0172761846788378,vfci,,vfci_bc,Main
31,,,,interest,classical_fd,-0.00902938696053327,vfci,,vfci_bc,Main
31,,,,inflation,classical_fd,0.00409645956322279,vfci,,vfci_bc,Main
31,,,,productivity,classical_fd,0.255446618452306,vfci,,vfci_bc,Main
31,,,,TFP,classical_fd,0.153952917474778,vfci,,vfci_bc,Main
31,,,,vfci,classical_fd,-0.00010681956312793,vfci,,vfci_bc,Main
32,,,,output,classical_fd,0.204532436838276,vfci,,vfci_bc,Main
32,,,,investment,classical_fd,0.165450623386181,vfci,,vfci_bc,Main
32,,,,consumption,classical_fd,0.247928551343473,vfci,,vfci_bc,Main
32,,,,hours_worked,classical_fd,-0.00253758517438722,vfci,,vfci_bc,Main
32,,,,unemployment,classical_fd,0.0119041857552871,vfci,,vfci_bc,Main
32,,,,labor_share,classical_fd,-0.0230758225384903,vfci,,vfci_bc,Main
32,,,,interest,classical_fd,-0.00775557589133138,vfci,,vfci_bc,Main
32,,,,inflation,classical_fd,0.0041679168955006,vfci,,vfci_bc,Main
32,,,,productivity,classical_fd,0.25567337947966,vfci,,vfci_bc,Main
32,,,,TFP,classical_fd,0.150225118891776,vfci,,vfci_bc,Main
32,,,,vfci,classical_fd,-2.84523420414074e-05,vfci,,vfci_bc,Main
33,,,,output,classical_fd,0.204906580751613,vfci,,vfci_bc,Main
33,,,,investment,classical_fd,0.177044013317306,vfci,,vfci_bc,Main
33,,,,consumption,classical_fd,0.246209308630714,vfci,,vfci_bc,Main
33,,,,hours_worked,classical_fd,-0.000440894892408716,vfci,,vfci_bc,Main
33,,,,unemployment,classical_fd,0.011190400222671,vfci,,vfci_bc,Main
33,,,,labor_share,classical_fd,-0.0275241299103982,vfci,,vfci_bc,Main
33,,,,interest,classical_fd,-0.00651070944138262,vfci,,vfci_bc,Main
33,,,,inflation,classical_fd,0.00423182043265532,vfci,,vfci_bc,Main
33,,,,productivity,classical_fd,0.254927084712604,vfci,,vfci_bc,Main
33,,,,TFP,classical_fd,0.14670386044964,vfci,,vfci_bc,Main
33,,,,vfci,classical_fd,0.00010128343441773,vfci,,vfci_bc,Main
34,,,,output,classical_fd,0.204793220775827,vfci,,vfci_bc,Main
34,,,,investment,classical_fd,0.185229871478256,vfci,,vfci_bc,Main
34,,,,consumption,classical_fd,0.244460103135857,vfci,,vfci_bc,Main
34,,,,hours_worked,classical_fd,0.00129085451397976,vfci,,vfci_bc,Main
34,,,,unemployment,classical_fd,0.0104638670230669,vfci,,vfci_bc,Main
34,,,,labor_share,classical_fd,-0.0308262784689274,vfci,,vfci_bc,Main
34,,,,interest,classical_fd,-0.00533746546941449,vfci,,vfci_bc,Main
34,,,,inflation,classical_fd,0.00427561289998521,vfci,,vfci_bc,Main
34,,,,productivity,classical_fd,0.253398091348012,vfci,,vfci_bc,Main
34,,,,TFP,classical_fd,0.14337376315039,vfci,,vfci_bc,Main
34,,,,vfci,classical_fd,0.000257207071255619,vfci,,vfci_bc,Main
35,,,,output,classical_fd,0.204147571720823,vfci,,vfci_bc,Main
35,,,,investment,classical_fd,0.190124953877689,vfci,,vfci_bc,Main
35,,,,consumption,classical_fd,0.242628130942133,vfci,,vfci_bc,Main
35,,,,hours_worked,classical_fd,0.00257865164045258,vfci,,vfci_bc,Main
35,,,,unemployment,classical_fd,0.00981417214658492,vfci,,vfci_bc,Main
35,,,,labor_share,classical_fd,-0.0331842509189264,vfci,,vfci_bc,Main
35,,,,interest,classical_fd,-0.00426817096745171,vfci,,vfci_bc,Main
35,,,,inflation,classical_fd,0.00428956025340269,vfci,,vfci_bc,Main
35,,,,productivity,classical_fd,0.251262893600198,vfci,,vfci_bc,Main
35,,,,TFP,classical_fd,0.140213514437251,vfci,,vfci_bc,Main
35,,,,vfci,classical_fd,0.000418711156642052,vfci,,vfci_bc,Main
36,,,,output,classical_fd,0.202965229832382,vfci,,vfci_bc,Main
36,,,,investment,classical_fd,0.191993149842287,vfci,,vfci_bc,Main
36,,,,consumption,classical_fd,0.240679451290903,vfci,,vfci_bc,Main
36,,,,hours_worked,classical_fd,0.00339016180232464,vfci,,vfci_bc,Main
36,,,,unemployment,classical_fd,0.00930084760194674,vfci,,vfci_bc,Main
36,,,,labor_share,classical_fd,-0.0347890593088599,vfci,,vfci_bc,Main
36,,,,interest,classical_fd,-0.00332530258190535,vfci,,vfci_bc,Main
36,,,,inflation,classical_fd,0.00426677739433514,vfci,,vfci_bc,Main
36,,,,productivity,classical_fd,0.248680331730245,vfci,,vfci_bc,Main
36,,,,TFP,classical_fd,0.137198881937851,vfci,,vfci_bc,Main
36,,,,vfci,classical_fd,0.000569761015099508,vfci,,vfci_bc,Main
37,,,,output,classical_fd,0.201274142614074,vfci,,vfci_bc,Main
37,,,,investment,classical_fd,0.191202266061291,vfci,,vfci_bc,Main
37,,,,consumption,classical_fd,0.238596866468567,vfci,,vfci_bc,Main
37,,,,hours_worked,classical_fd,0.00373094161616504,vfci,,vfci_bc,Main
37,,,,unemployment,classical_fd,0.00895729871808162,vfci,,vfci_bc,Main
37,,,,labor_share,classical_fd,-0.0358150327675397,vfci,,vfci_bc,Main
37,,,,interest,classical_fd,-0.00252233889878855,vfci,,vfci_bc,Main
37,,,,inflation,classical_fd,0.00420310569933736,vfci,,vfci_bc,Main
37,,,,productivity,classical_fd,0.245789270712197,vfci,,vfci_bc,Main
37,,,,TFP,classical_fd,0.134305153601932,vfci,,vfci_bc,Main
37,,,,vfci,classical_fd,0.000698683124982485,vfci,,vfci_bc,Main
38,,,,output,classical_fd,0.199126671066448,vfci,,vfci_bc,Main
38,,,,investment,classical_fd,0.188184765338368,vfci,,vfci_bc,Main
38,,,,consumption,classical_fd,0.236377409820846,vfci,,vfci_bc,Main
38,,,,hours_worked,classical_fd,0.00363570959158896,vfci,,vfci_bc,Main
38,,,,unemployment,classical_fd,0.0087951272093119,vfci,,vfci_bc,Main
38,,,,labor_share,classical_fd,-0.0364160141028884,vfci,,vfci_bc,Main
38,,,,interest,classical_fd,-0.00186485528139999,vfci,,vfci_bc,Main
38,,,,inflation,classical_fd,0.00409687803916869,vfci,,vfci_bc,Main
38,,,,productivity,classical_fd,0.24270756033615,vfci,,vfci_bc,Main
38,,,,TFP,classical_fd,0.131509014546766,vfci,,vfci_bc,Main
38,,,,vfci,classical_fd,0.000797795010232467,vfci,,vfci_bc,Main
39,,,,output,classical_fd,0.196592094528503,vfci,,vfci_bc,Main
39,,,,investment,classical_fd,0.183403472247531,vfci,,vfci_bc,Main
39,,,,consumption,classical_fd,0.234029640789334,vfci,,vfci_bc,Main
39,,,,hours_worked,classical_fd,0.00316006463258434,vfci,,vfci_bc,Main
39,,,,unemployment,classical_fd,0.0088085695760859,vfci,,vfci_bc,Main
39,,,,labor_share,classical_fd,-0.0367232502823036,vfci,,vfci_bc,Main
39,,,,interest,classical_fd,-0.00135176283686764,vfci,,vfci_bc,Main
39,,,,inflation,classical_fd,0.00394860504521652,vfci,,vfci_bc,Main
39,,,,productivity,classical_fd,0.239532068642159,vfci,,vfci_bc,Main
39,,,,TFP,classical_fd,0.128789894512068,vfci,,vfci_bc,Main
39,,,,vfci,classical_fd,0.000862925706114621,vfci,,vfci_bc,Main
40,,,,output,classical_fd,0.193749817520499,vfci,,vfci_bc,Main
40,,,,investment,classical_fd,0.177322826152612,vfci,,vfci_bc,Main
40,,,,consumption,classical_fd,0.23157091458826,vfci,,vfci_bc,Main
40,,,,hours_worked,classical_fd,0.00237294459192981,vfci,,vfci_bc,Main
40,,,,unemployment,classical_fd,0.00897882187866058,vfci,,vfci_bc,Main
40,,,,labor_share,classical_fd,-0.0368447281330939,vfci,,vfci_bc,Main
40,,,,interest,classical_fd,-0.000976606209938619,vfci,,vfci_bc,Main
40,,,,inflation,classical_fd,0.00376061328024167,vfci,,vfci_bc,Main
40,,,,productivity,classical_fd,0.23633957391799,vfci,,vfci_bc,Main
40,,,,TFP,classical_fd,0.126130837013451,vfci,,vfci_bc,Main
40,,,,vfci,classical_fd,0.000892870994792775,vfci,,vfci_bc,Main
1,,,,output,classical_fd,-0.0734036056291589,vfci,,vfci_lr,Main
1,,,,investment,classical_fd,-0.231288578467037,vfci,,vfci_lr,Main
1,,,,consumption,classical_fd,-0.0386535457352214,vfci,,vfci_lr,Main
1,,,,hours_worked,classical_fd,-0.241399030378011,vfci,,vfci_lr,Main
1,,,,unemployment,classical_fd,0.0605484034055314,vfci,,vfci_lr,Main
1,,,,labor_share,classical_fd,-0.180361224150747,vfci,,vfci_lr,Main
1,,,,interest,classical_fd,-0.12649406751743,vfci,,vfci_lr,Main
1,,,,inflation,classical_fd,-0.0204163412313685,vfci,,vfci_lr,Main
1,,,,productivity,classical_fd,0.0512064647739941,vfci,,vfci_lr,Main
1,,,,TFP,classical_fd,0.308310697336543,vfci,,vfci_lr,Main
1,,,,vfci,classical_fd,-0.129650321635015,vfci,,vfci_lr,Main
2,,,,output,classical_fd,-0.086841270140572,vfci,,vfci_lr,Main
2,,,,investment,classical_fd,-0.365013106097596,vfci,,vfci_lr,Main
2,,,,consumption,classical_fd,0.0214942130081941,vfci,,vfci_lr,Main
2,,,,hours_worked,classical_fd,-0.185381291928914,vfci,,vfci_lr,Main
2,,,,unemployment,classical_fd,0.0749314522552761,vfci,,vfci_lr,Main
2,,,,labor_share,classical_fd,-0.0974897233298205,vfci,,vfci_lr,Main
2,,,,interest,classical_fd,-0.151583856743745,vfci,,vfci_lr,Main
2,,,,inflation,classical_fd,-0.0376255848418284,vfci,,vfci_lr,Main
2,,,,productivity,classical_fd,0.0738313148993743,vfci,,vfci_lr,Main
2,,,,TFP,classical_fd,0.276383595145839,vfci,,vfci_lr,Main
2,,,,vfci,classical_fd,-0.115190966204338,vfci,,vfci_lr,Main
3,,,,output,classical_fd,0.0691204051407878,vfci,,vfci_lr,Main
3,,,,investment,classical_fd,0.272946477784981,vfci,,vfci_lr,Main
3,,,,consumption,classical_fd,0.071575931838009,vfci,,vfci_lr,Main
3,,,,hours_worked,classical_fd,-0.0587543044999777,vfci,,vfci_lr,Main
3,,,,unemployment,classical_fd,0.0256885794048592,vfci,,vfci_lr,Main
3,,,,labor_share,classical_fd,-0.160708629923823,vfci,,vfci_lr,Main
3,,,,interest,classical_fd,-0.12990145331761,vfci,,vfci_lr,Main
3,,,,inflation,classical_fd,-0.0532829502263957,vfci,,vfci_lr,Main
3,,,,productivity,classical_fd,0.17271668278357,vfci,,vfci_lr,Main
3,,,,TFP,classical_fd,0.257990745446791,vfci,,vfci_lr,Main
3,,,,vfci,classical_fd,-0.0901709789062149,vfci,,vfci_lr,Main
4,,,,output,classical_fd,0.212693765739642,vfci,,vfci_lr,Main
4,,,,investment,classical_fd,0.864843270587475,vfci,,vfci_lr,Main
4,,,,consumption,classical_fd,0.123256970502569,vfci,,vfci_lr,Main
4,,,,hours_worked,classical_fd,0.0906251765255877,vfci,,vfci_lr,Main
4,,,,unemployment,classical_fd,-0.0390332222896266,vfci,,vfci_lr,Main
4,,,,labor_share,classical_fd,-0.17029570130077,vfci,,vfci_lr,Main
4,,,,interest,classical_fd,-0.106967073957028,vfci,,vfci_lr,Main
4,,,,inflation,classical_fd,-0.0489393419268142,vfci,,vfci_lr,Main
4,,,,productivity,classical_fd,0.207062112291195,vfci,,vfci_lr,Main
4,,,,TFP,classical_fd,0.211638133329684,vfci,,vfci_lr,Main
4,,,,vfci,classical_fd,-0.0741942685231077,vfci,,vfci_lr,Main
5,,,,output,classical_fd,0.342547354668946,vfci,,vfci_lr,Main
5,,,,investment,classical_fd,1.35995389852045,vfci,,vfci_lr,Main
5,,,,consumption,classical_fd,0.179809883720081,vfci,,vfci_lr,Main
5,,,,hours_worked,classical_fd,0.226080342286638,vfci,,vfci_lr,Main
5,,,,unemployment,classical_fd,-0.107147449740935,vfci,,vfci_lr,Main
5,,,,labor_share,classical_fd,-0.152147848947951,vfci,,vfci_lr,Main
5,,,,interest,classical_fd,-0.0843277767084988,vfci,,vfci_lr,Main
5,,,,inflation,classical_fd,-0.0388186254986373,vfci,,vfci_lr,Main
5,,,,productivity,classical_fd,0.218801331144663,vfci,,vfci_lr,Main
5,,,,TFP,classical_fd,0.169560997423087,vfci,,vfci_lr,Main
5,,,,vfci,classical_fd,-0.0574382347723917,vfci,,vfci_lr,Main
6,,,,output,classical_fd,0.450456629872328,vfci,,vfci_lr,Main
6,,,,investment,classical_fd,1.73345327521382,vfci,,vfci_lr,Main
6,,,,consumption,classical_fd,0.235712040878174,vfci,,vfci_lr,Main
6,,,,hours_worked,classical_fd,0.338895627341657,vfci,,vfci_lr,Main
6,,,,unemployment,classical_fd,-0.169331937068648,vfci,,vfci_lr,Main
6,,,,labor_share,classical_fd,-0.116678797358917,vfci,,vfci_lr,Main
6,,,,interest,classical_fd,-0.0613947146892304,vfci,,vfci_lr,Main
6,,,,inflation,classical_fd,-0.0274301999259316,vfci,,vfci_lr,Main
6,,,,productivity,classical_fd,0.211171117372539,vfci,,vfci_lr,Main
6,,,,TFP,classical_fd,0.138832683528378,vfci,,vfci_lr,Main
6,,,,vfci,classical_fd,-0.0400432835034895,vfci,,vfci_lr,Main
7,,,,output,classical_fd,0.531179407219872,vfci,,vfci_lr,Main
7,,,,investment,classical_fd,1.97335244249081,vfci,,vfci_lr,Main
7,,,,consumption,classical_fd,0.285533175791012,vfci,,vfci_lr,Main
7,,,,hours_worked,classical_fd,0.424298645721727,vfci,,vfci_lr,Main
7,,,,unemployment,classical_fd,-0.221160967914507,vfci,,vfci_lr,Main
7,,,,labor_share,classical_fd,-0.0697896802470641,vfci,,vfci_lr,Main
7,,,,interest,classical_fd,-0.0393442692737038,vfci,,vfci_lr,Main
